IDfg,Season,Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,GB,FB,LD,IFFB,Pitches,Balls,Strikes,IFH,BU,BUH,BB%,K%,BB/K,OBP,SLG,OPS,ISO,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,wOBA,wRAA,wRC,Bat,Fld,Rep,Pos,RAR,WAR,Dol,Spd,wRC+,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FB% (Pitch),FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,PO%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,BsR,FA% (sc),FT% (sc),FC% (sc),FS% (sc),FO% (sc),SI% (sc),SL% (sc),CU% (sc),KC% (sc),EP% (sc),CH% (sc),SC% (sc),KN% (sc),UN% (sc),vFA (sc),vFT (sc),vFC (sc),vFS (sc),vFO (sc),vSI (sc),vSL (sc),vCU (sc),vKC (sc),vEP (sc),vCH (sc),vSC (sc),vKN (sc),FA-X (sc),FT-X (sc),FC-X (sc),FS-X (sc),FO-X (sc),SI-X (sc),SL-X (sc),CU-X (sc),KC-X (sc),EP-X (sc),CH-X (sc),SC-X (sc),KN-X (sc),FA-Z (sc),FT-Z (sc),FC-Z (sc),FS-Z (sc),FO-Z (sc),SI-Z (sc),SL-Z (sc),CU-Z (sc),KC-Z (sc),EP-Z (sc),CH-Z (sc),SC-Z (sc),KN-Z (sc),wFA (sc),wFT (sc),wFC (sc),wFS (sc),wFO (sc),wSI (sc),wSL (sc),wCU (sc),wKC (sc),wEP (sc),wCH (sc),wSC (sc),wKN (sc),wFA/C (sc),wFT/C (sc),wFC/C (sc),wFS/C (sc),wFO/C (sc),wSI/C (sc),wSL/C (sc),wCU/C (sc),wKC/C (sc),wEP/C (sc),wCH/C (sc),wSC/C (sc),wKN/C (sc),O-Swing% (sc),Z-Swing% (sc),Swing% (sc),O-Contact% (sc),Z-Contact% (sc),Contact% (sc),Zone% (sc),Pace,Def,wSB,UBR,Age Rng,Off,Lg,wGDP,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,TTO%,CH% (pi),CS% (pi),CU% (pi),FA% (pi),FC% (pi),FS% (pi),KN% (pi),SB% (pi),SI% (pi),SL% (pi),XX% (pi),vCH (pi),vCS (pi),vCU (pi),vFA (pi),vFC (pi),vFS (pi),vKN (pi),vSB (pi),vSI (pi),vSL (pi),vXX (pi),CH-X (pi),CS-X (pi),CU-X (pi),FA-X (pi),FC-X (pi),FS-X (pi),KN-X (pi),SB-X (pi),SI-X (pi),SL-X (pi),XX-X (pi),CH-Z (pi),CS-Z (pi),CU-Z (pi),FA-Z (pi),FC-Z (pi),FS-Z (pi),KN-Z (pi),SB-Z (pi),SI-Z (pi),SL-Z (pi),XX-Z (pi),wCH (pi),wCS (pi),wCU (pi),wFA (pi),wFC (pi),wFS (pi),wKN (pi),wSB (pi),wSI (pi),wSL (pi),wXX (pi),wCH/C (pi),wCS/C (pi),wCU/C (pi),wFA/C (pi),wFC/C (pi),wFS/C (pi),wKN/C (pi),wSB/C (pi),wSI/C (pi),wSL/C (pi),wXX/C (pi),O-Swing% (pi),Z-Swing% (pi),Swing% (pi),O-Contact% (pi),Z-Contact% (pi),Contact% (pi),Zone% (pi),Pace (pi),FRM,AVG+,BB%+,K%+,OBP+,SLG+,ISO+,BABIP+,LD+%,GB%+,FB%+,HR/FB%+,Pull%+,Cent%+,Oppo%+,Soft%+,Med%+,Hard%+,EV,LA,Barrels,Barrel%,maxEV,HardHit,HardHit%,Events,CStr%,CSW%,xBA,xSLG,xwOBA,L-WAR
1006300,1905,Jim Jackson,CLE,27,109,426,470,109,91,12,4,2,59,31,34,,,4,,6,,15,,0.256,,,,,,,,,,,0.07200000000000001,,,0.317,0.317,0.634,0.061,,,,,,,,,,0.31,0.9,51,1.9,1.0,13.3,-5.1,11.9,1.3,,5.6,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,-0.3,,27 - 27,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,107.0,,103.0,98.0,81.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1005917,1905,Solly Hofman,CHC,22,86,287,316,68,49,14,4,1,43,38,20,,,1,,8,,15,,0.237,,,,,,,,,,,0.063,,,0.289,0.324,0.613,0.087,,,,,,,,,,0.297,-2.1,31,-5.8,6.0,9.0,0.3,12.5,1.3,,7.2,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,1.2,,22 - 22,-4.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,88.0,,89.0,94.0,108.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.3
1005203,1905,Ed Hahn,NYH,29,43,160,194,51,46,5,0,0,32,11,25,,,5,,4,,1,,0.319,,,,,,,,,,,0.129,,,0.426,0.35,0.776,0.031,,,,,,,,,,0.385,10.3,31,8.6,0.0,5.5,-1.9,11.0,1.2,,3.1,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9,-1.7,,29 - 29,6.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,191.0,,139.0,108.0,41.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.2
1011506,1905,Germany Schaefer,DET,29,153,554,629,135,107,17,9,2,64,47,45,,,1,,29,,19,,0.244,,,,,,,,,,,0.07200000000000001,,,0.302,0.318,0.619,0.074,,,,,,,,,,0.302,-2.4,64,-2.6,-7.0,17.8,0.2,9.9,1.2,,6.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.8,-0.1,,29 - 29,-2.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,106.0,,98.0,98.0,98.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.2
1003360,1905,Cozy Dolan,- - -,32,134,510,559,137,113,13,8,3,51,52,34,,,4,,11,,23,,0.269,,,,,,,,,,,0.061,,,0.319,0.343,0.662,0.075,,,,,,,,,,0.321,5.3,64,-2.3,-2.0,15.8,-6.2,9.2,1.1,,5.6,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.2,0.7,,32 - 32,-1.5,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,84.0,,98.0,99.0,93.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002579,1905,Duff Cooley,DET,32,97,377,420,93,72,11,9,1,25,32,26,,,1,,16,,7,,0.247,,,,,,,,,,,0.062,,,0.297,0.332,0.629,0.085,,,,,,,,,,0.304,-0.9,43,-1.1,2.0,11.9,-2.4,10.4,1.1,,5.1,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,-1.1,,32 - 32,-2.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,92.0,,97.0,102.0,112.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1009302,1905,George Mullin,DET,24,47,135,150,35,31,4,0,0,15,12,12,,,0,,3,,4,,0.259,,,,,,,,,,,0.08,,,0.32,0.289,0.609,0.03,,,,,,,,,,0.3,-0.7,15,-0.8,0.0,4.3,6.6,10.1,1.1,,3.6,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,-0.3,,24 - 24,-1.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,118.0,,104.0,89.0,39.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002767,1905,Lou Criger,BOS,33,109,313,377,62,48,6,7,1,33,36,54,,,3,,7,,5,,0.198,,,,,,,,,,,0.14300000000000002,,,0.322,0.272,0.593,0.073,,,,,,,,,,0.3,-1.8,38,-2.8,-1.0,10.7,3.4,9.5,1.1,,5.4,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,-1.7,,33 - 33,-4.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,212.0,,105.0,84.0,97.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1002053,1905,Joe Cassidy,WAS,22,151,576,626,124,103,16,4,1,67,43,25,,,2,,23,,23,,0.215,,,,,,,,,,,0.04,,,0.25,0.262,0.513,0.047,,,,,,,,,,0.25,-24.4,42,-22.9,3.0,17.7,9.3,10.0,1.1,,6.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,1.3,,22 - 22,-21.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,59.0,,81.0,81.0,62.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.1
1004316,1905,Buck Freeman,BOS,33,130,455,515,109,78,20,8,3,59,49,46,,,5,,9,,8,,0.24,,,,,,,,,,,0.08900000000000001,,,0.316,0.338,0.655,0.099,,,,,,,,,,0.32,4.4,59,3.0,-4.0,14.6,-4.8,8.4,1.0,,5.6,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,-1.7,,33 - 33,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,132.0,,103.0,105.0,131.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1006908,1905,Ed Killian,DET,28,39,118,127,32,25,3,4,0,12,19,2,,,0,,7,,2,,0.271,,,,,,,,,,,0.016,,,0.283,0.364,0.648,0.093,,,,,,,,,,0.307,0.0,13,-0.1,0.0,3.6,5.6,9.1,1.0,,6.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,-0.3,,28 - 28,-0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,23.0,,92.0,113.0,123.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1008235,1905,Christy Mathewson,NYG,24,44,127,141,30,23,5,0,2,13,16,10,,,3,,1,,2,,0.236,,,,,,,,,,,0.071,,,0.307,0.323,0.63,0.087,,,,,,,,,,0.31,0.3,15,-1.7,0.0,4.0,6.2,8.8,1.0,,3.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,-0.5,,24 - 24,-2.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,98.0,,94.0,94.0,108.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1004770,1905,Kid Gleason,PHI,38,155,608,699,150,125,17,7,1,95,50,45,,,3,,43,,16,,0.247,,,,,,,,,,,0.064,,,0.302,0.303,0.604,0.056,,,,,,,,,,0.296,-5.6,68,-12.8,-1.0,19.8,0.0,8.8,1.0,,6.1,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.2,,38 - 38,-14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,89.0,,92.0,88.0,69.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1007073,1905,Ben Koehler,SLB,28,142,536,585,127,105,14,6,2,55,47,32,,,4,,13,,22,,0.237,,,,,,,,,,,0.055,,,0.285,0.297,0.582,0.06,,,,,,,,,,0.284,-9.3,52,-6.8,0.0,16.6,-3.4,8.6,1.0,,5.7,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4,0.8,,28 - 28,-6.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,81.0,,93.0,92.0,79.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1001985,1905,Charlie Carr,CLE,28,89,306,334,72,55,12,4,1,29,31,13,,,0,,15,,12,,0.235,,,,,,,,,,,0.039,,,0.266,0.31,0.577,0.075,,,,,,,,,,0.278,-6.6,29,-6.0,7.0,9.5,-2.7,9.3,1.0,,6.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.7,,28 - 28,-5.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,58.0,,87.0,96.0,99.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1006599,1905,Tom Jones,SLB,28,135,504,561,122,104,16,2,0,44,48,30,,,4,,23,,5,,0.242,,,,,,,,,,,0.053,,,0.29,0.282,0.572,0.04,,,,,,,,,,0.28,-10.3,49,-7.9,7.0,15.9,-4.2,9.7,1.0,,3.5,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,-2.5,,28 - 28,-10.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,79.0,,94.0,87.0,52.0,,,,,,,,,,,,,,,,,,,0,,,,,,1.0
1002294,1905,Josh Clarke,STL,26,50,167,196,43,35,3,2,3,31,18,27,,,0,,2,,8,,0.257,,,,,,,,,,,0.138,,,0.361,0.353,0.714,0.096,,,,,,,,,,0.352,5.9,27,3.7,-2.0,5.6,-0.9,7.4,0.9,,6.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.9,0.0,,26 - 26,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,191.0,,111.0,102.0,119.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1014116,1905,Hooks Wiltse,NYG,25,33,72,87,20,18,2,0,0,13,12,12,,,1,,2,,2,,0.278,,,,,,,,,,,0.138,,,0.388,0.306,0.694,0.028,,,,,,,,,,0.348,2.4,12,1.2,0.0,2.5,3.8,7.6,0.9,,3.9,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,-0.4,,25 - 25,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,191.0,,119.0,89.0,35.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1001356,1905,Kitty Bransfield,PHI,30,151,580,627,150,115,23,9,3,55,76,27,,,2,,18,,27,,0.259,,,,,,,,,,,0.043,,,0.294,0.345,0.639,0.086,,,,,,,,,,0.307,0.0,66,-6.5,-4.0,17.8,-4.7,8.0,0.9,,5.9,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,1.7,,30 - 30,-4.7,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,60.0,,90.0,100.0,107.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1012822,1905,Jesse Tannehill,BOS,30,37,93,111,21,18,2,0,1,11,12,16,,,0,,2,,1,,0.226,,,,,,,,,,,0.14400000000000002,,,0.339,0.28,0.619,0.054,,,,,,,,,,0.313,0.4,12,0.1,0.0,3.1,4.9,7.8,0.9,,2.5,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,-0.7,,30 - 30,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,213.0,,110.0,86.0,71.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1012139,1905,Frank Smith,CHW,25,41,106,118,24,17,6,0,1,11,11,7,,,4,,1,,0,,0.226,,,,,,,,,,,0.059000000000000004,,,0.299,0.311,0.61,0.085,,,,,,,,,,0.302,-0.5,12,0.1,0.0,3.3,5.2,8.2,0.9,,1.6,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,-0.7,,25 - 25,-0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,88.0,,97.0,96.0,112.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.9
1009735,1905,Fred Odwell,CIN,32,130,468,521,113,85,10,9,9,79,65,26,,,8,,19,,21,,0.241,,,,,,,,,,,0.05,,,0.293,0.359,0.652,0.118,,,,,,,,,,0.315,2.8,58,-7.5,2.0,14.8,-6.1,7.3,0.8,,7.6,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.1,1.2,,32 - 32,-6.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,69.0,,90.0,104.0,146.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
1004767,1905,Harry Gleason,SLB,30,150,535,591,116,99,11,5,1,45,57,34,,,4,,18,,23,,0.217,,,,,,,,,,,0.057999999999999996,,,0.269,0.262,0.53,0.045,,,,,,,,,,0.261,-18.5,44,-15.9,-1.0,16.7,4.4,6.8,0.8,,5.3,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,1.1,,30 - 30,-14.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,85.0,,87.0,81.0,59.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.8
1010881,1905,Bob Rhoads,CLE,25,33,95,102,21,13,4,3,1,10,11,4,,,0,,3,,2,,0.221,,,,,,,,,,,0.039,,,0.253,0.358,0.61,0.137,,,,,,,,,,0.291,-1.1,10,-0.9,0.0,2.9,4.5,6.6,0.7,,6.6,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.0,,25 - 25,-1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,58.0,,82.0,111.0,181.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
1003401,1905,Red Dooin,PHI,26,113,380,400,95,77,13,5,0,45,36,10,,,0,,10,,12,,0.25,,,,,,,,,,,0.025,,,0.269,0.311,0.58,0.061,,,,,,,,,,0.278,-8.0,34,-12.1,1.0,11.3,3.3,6.1,0.7,,6.4,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,0.2,,26 - 26,-11.9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,35.0,,83.0,90.0,75.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
1014202,1905,Harry Wolverton,BSN,31,122,463,505,104,80,15,7,2,38,55,23,,,10,,9,,10,,0.225,,,,,,,,,,,0.046,,,0.276,0.3,0.576,0.076,,,,,,,,,,0.281,-8.8,44,-15.1,1.0,14.3,3.8,6.0,0.7,,5.2,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,-0.9,,31 - 31,-16.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,63.0,,85.0,87.0,94.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
1008527,1905,Joe McGinnity,NYG,34,46,120,128,28,21,6,1,0,11,11,7,,,0,,1,,4,,0.233,,,,,,,,,,,0.055,,,0.276,0.3,0.576,0.067,,,,,,,,,,0.279,-2.4,11,-4.2,0.0,3.6,5.6,5.9,0.7,,5.2,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,0.1,,34 - 34,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,76.0,,84.0,87.0,83.0,,,,,,,,,,,,,,,,,,,0,,,,,,0.7
